query_id,query,retrieved_doc_ids,gold_doc_ids,top_score,hit_at_k,failure_bucket
572871bc4b864d1900164a04,What anthropologists are also university alumni members?,"['doc_030507e06afbebda', 'doc_7d56e29deeea893c', 'doc_169fdb67fe6d4ae8', 'doc_42f6e416e063ac5d', 'doc_a3ba9e971d607420', 'doc_134cf8179bdfd914']",['doc_030507e06afbebda'],0.7689721584320068,1,hit_top1
572827fc3acd2414000df5be,How many men older than 18 are there for every 100 women?,"['doc_07c4857ade186a50', 'doc_da7616a2dc865441', 'doc_644e313242aaf85f', 'doc_5587664b2f2878e1', 'doc_433f5d7dcb279d98']",['doc_07c4857ade186a50'],0.7661125063896179,1,hit_top1
572881d34b864d1900164a5a,What was huihui?,"['doc_4ff5c63d959831b5', 'doc_bf4d8887b95a4d6f', 'doc_4d36972f9fbdf247', 'doc_7e5c72fa9cb60455', 'doc_dc3da4553b9a2a2a']",['doc_bf4d8887b95a4d6f'],0.6826410591602325,1,hit_not_top1
5a0c6a7ef5590b0018dab3fc,Water from broke through and joined the westward flow to the Pacific?,"['doc_f0fdd976511382ac', 'doc_17a5ef4b6fbd30dc', 'doc_11c1d4aa5b74338c', 'doc_c439dd283c395213', 'doc_2ba5ddd695ee3bb2', 'doc_52e26364848910ee']",['doc_f0fdd976511382ac'],0.8110276460647583,1,hit_top1
5728659f4b864d190016498d,What is the name of the country's longest continuously running student film society?,"['doc_134cf8179bdfd914', 'doc_327cfc3d86814aea', 'doc_7e5c72fa9cb60455', 'doc_7d56e29deeea893c', 'doc_42f6e416e063ac5d']",['doc_134cf8179bdfd914'],0.765215277671814,1,hit_top1
5a2c36c4bfd06b001a5aea68,What does a receiver have to be equipped with to view unencrypted content?,"['doc_1e17407004c7b5b3', 'doc_bc29e60d357759a6', 'doc_433f5d7dcb279d98', 'doc_a69b66b57895f651', 'doc_10ec5a673978ee31']",['doc_1e17407004c7b5b3'],0.8606599569320679,1,hit_top1
5ad26235d7d075001a429083,What is Fe2O?,"['doc_cb139c12233296c2', 'doc_0cd0cede0ae47160', 'doc_1e17407004c7b5b3', 'doc_17a5ef4b6fbd30dc', 'doc_dc3da4553b9a2a2a', 'doc_899b3515f9dd989c']",['doc_cb139c12233296c2'],0.6998825073242188,1,hit_top1
5a6ce2ec4eec6b001a80a677,What form are most hospital medications forbidden from being?,"['doc_522f7bf71b090b53', 'doc_bf4d8887b95a4d6f', 'doc_899b3515f9dd989c', 'doc_85ba5dc6cde1a3d4', 'doc_1e17407004c7b5b3']",['doc_522f7bf71b090b53'],0.8071278631687164,1,hit_top1
5733647e4776f419006609b1,Who does the statue of Little Insurgent commemorate?,"['doc_9fc8214adab6a7d8', 'doc_7e5c72fa9cb60455', 'doc_7a35df61d48919ac', 'doc_8c57113d254c4ded', 'doc_52e26364848910ee']",['doc_9fc8214adab6a7d8'],0.8081024885177612,1,hit_top1
5ad4a110ba00c4001a268e61,What is not prevented from entering an organism?,"['doc_9362717a69b643de', 'doc_899b3515f9dd989c', 'doc_85ba5dc6cde1a3d4', 'doc_9af91620b3e78305', 'doc_52e26364848910ee', 'doc_0b4e49bb1b9fdaa4']",['doc_9362717a69b643de'],0.7945412397384644,1,hit_top1
572815d9ff5b5019007d9cbe,What caused Jacksonville's tourism to become less desirable at the latter half of the 19th century?,"['doc_35aa6138c2fa8513', 'doc_327cfc3d86814aea', 'doc_52e26364848910ee', 'doc_88a241eb54feee53', 'doc_c439dd283c395213', 'doc_17a5ef4b6fbd30dc']",['doc_35aa6138c2fa8513'],0.8432272374629974,1,hit_top1
5a836496e60761001a2eb65a,What direction do cilia usually swim?,"['doc_9af91620b3e78305', 'doc_aa58059dd82409e1', 'doc_85ba5dc6cde1a3d4', 'doc_899b3515f9dd989c', 'doc_17a5ef4b6fbd30dc']",['doc_9af91620b3e78305'],0.8263978362083435,1,hit_top1
5ad15d77645df0001a2d18c1,What did countries such as Spain have a crime against?,"['doc_cfd9aec3fca5bcf3', 'doc_0b4e49bb1b9fdaa4', 'doc_a747b02a7b42c6a0', 'doc_9fc8214adab6a7d8', 'doc_3592df6f88615e8a']",['doc_cfd9aec3fca5bcf3'],0.7432839572429657,1,hit_top1
5a82237d31013a001a335244,How many people were at a Harvard sponsored regatta in 1875?,"['doc_7d56e29deeea893c', 'doc_42f6e416e063ac5d', 'doc_7e5c72fa9cb60455', 'doc_a3ba9e971d607420', 'doc_169fdb67fe6d4ae8', 'doc_b3ade95fc9b529b7']",['doc_7d56e29deeea893c'],0.7704811990261078,1,hit_top1
5726a46cdd62a815002e8bd0,How many member states adopted the Social Charter in 1989?,"['doc_a747b02a7b42c6a0', 'doc_c6e279d37d952e74', 'doc_7e5c72fa9cb60455', 'doc_cfd9aec3fca5bcf3', 'doc_bc29e60d357759a6', 'doc_a69b66b57895f651']",['doc_a747b02a7b42c6a0'],0.8581963181495667,1,hit_top1
5ad24057d7d075001a428930,How many Huguenots were in France in the early 18th century?,"['doc_07fd6d23350208ff', 'doc_4ff5c63d959831b5', 'doc_7e5c72fa9cb60455', 'doc_b3ade95fc9b529b7', 'doc_52e26364848910ee', 'doc_fa7e6270cd608802']",['doc_07fd6d23350208ff'],0.8139097690582275,1,hit_top1
5727c3b02ca10214002d95bb,What conviction motivated Eliot to move towards secularization?,"['doc_a3ba9e971d607420', 'doc_c6e279d37d952e74', 'doc_5587664b2f2878e1', 'doc_07fd6d23350208ff', 'doc_3592df6f88615e8a']",['doc_a3ba9e971d607420'],0.8483012318611145,1,hit_top1
56dde27d9a695914005b9651,What was the Norman religion?,"['doc_d4389c120e674c8d', 'doc_5587664b2f2878e1', 'doc_07fd6d23350208ff', 'doc_4ff5c63d959831b5', 'doc_a3ba9e971d607420', 'doc_b3ade95fc9b529b7']",['doc_d4389c120e674c8d'],0.8126330375671387,1,hit_top1
5ad28861d7d075001a429941,When the Rhine took a right turn what did it create?,"['doc_11c1d4aa5b74338c', 'doc_17a5ef4b6fbd30dc', 'doc_f0fdd976511382ac', 'doc_aa58059dd82409e1', 'doc_c439dd283c395213', 'doc_b3ade95fc9b529b7']",['doc_11c1d4aa5b74338c'],0.8429479598999023,1,hit_top1
570961aa200fba1400367f15,Who was the chief executive officer when the service began?,"['doc_a69b66b57895f651', 'doc_a3ba9e971d607420', 'doc_4587358aabe10131', 'doc_169fdb67fe6d4ae8', 'doc_7d56e29deeea893c', 'doc_bc29e60d357759a6']",['doc_a69b66b57895f651'],0.7408220171928406,1,hit_top1
571090abb654c5140001f998,What other English towns were sites of Huguenot settlement?,"['doc_b3ade95fc9b529b7', 'doc_07fd6d23350208ff', 'doc_7e5c72fa9cb60455', 'doc_4ff5c63d959831b5', 'doc_0b4e49bb1b9fdaa4', 'doc_52e26364848910ee']",['doc_b3ade95fc9b529b7'],0.7732239663600922,1,hit_top1
5ad0291f77cf76001a686c2a,What was originally built as headquarters of the pre-1875 Midlothian County Council?,"['doc_b4e2d1be8b191ec1', 'doc_c439dd283c395213', 'doc_b3ade95fc9b529b7', 'doc_9fc8214adab6a7d8', 'doc_35aa6138c2fa8513']",['doc_b4e2d1be8b191ec1'],0.8322726488113403,1,hit_top1
57302efe04bcaa1900d772f6,How does HT strive to amass power?,"['doc_3592df6f88615e8a', 'doc_644e313242aaf85f', 'doc_dc3da4553b9a2a2a', 'doc_4ff5c63d959831b5', 'doc_7e5c72fa9cb60455']",['doc_3592df6f88615e8a'],0.8504927754402161,1,hit_top1
5acf7dcf77cf76001a684f7c,In what year did Robert Harper become the first president of the University?,"['doc_169fdb67fe6d4ae8', 'doc_7d56e29deeea893c', 'doc_a3ba9e971d607420', 'doc_030507e06afbebda', 'doc_42f6e416e063ac5d', 'doc_134cf8179bdfd914']",['doc_169fdb67fe6d4ae8'],0.8123817145824432,1,hit_top1
572a0b101d046914007796ea,What organization predicted that the Amazon forest could survive only three years of drought?,"['doc_2ba5ddd695ee3bb2', 'doc_dc3da4553b9a2a2a', 'doc_88a241eb54feee53', 'doc_f0fdd976511382ac', 'doc_aa58059dd82409e1', 'doc_17a5ef4b6fbd30dc']",['doc_2ba5ddd695ee3bb2'],0.8745123445987701,1,hit_top1
5a25bd5cef59cd001a623cc8,As of 2014 how quickly is building material being printed?,"['doc_9e57d2e177a2680c', 'doc_88a241eb54feee53', 'doc_a69b66b57895f651', 'doc_ddd34bd0b5e77cb9', 'doc_e7cdebfcb2951145', 'doc_bc29e60d357759a6']",['doc_9e57d2e177a2680c'],0.8601553440093994,1,hit_top1
5ad2424cd7d075001a42898c,What religion was Janet Gray?,"['doc_5587664b2f2878e1', 'doc_a3ba9e971d607420', 'doc_7e5c72fa9cb60455', 'doc_d4389c120e674c8d', 'doc_07fd6d23350208ff', 'doc_4ff5c63d959831b5']",['doc_4ff5c63d959831b5'],0.6896998286247253,1,hit_not_top1
5a820ebf31013a001a33516c,How wide of an area does the Charles River run through?,"['doc_42f6e416e063ac5d', 'doc_aa58059dd82409e1', 'doc_17a5ef4b6fbd30dc', 'doc_11c1d4aa5b74338c', 'doc_dc3da4553b9a2a2a', 'doc_7e5c72fa9cb60455']",['doc_42f6e416e063ac5d'],0.7295562028884888,1,hit_top1
57293ca73f37b3190047815d,Who funds the IPCC's Secretary?,"['doc_20ca645be2a5afd7', 'doc_644e313242aaf85f', 'doc_2ba5ddd695ee3bb2', 'doc_169fdb67fe6d4ae8', 'doc_dc3da4553b9a2a2a', 'doc_c6e279d37d952e74']",['doc_20ca645be2a5afd7'],0.8670605421066284,1,hit_top1
5ad3a8fe604f3c001a3feb05,When did British government take land for development of Ohio Country?,"['doc_c439dd283c395213', 'doc_52e26364848910ee', 'doc_fa7e6270cd608802', 'doc_dc3da4553b9a2a2a', 'doc_8c57113d254c4ded']",['doc_c439dd283c395213'],0.8403425812721252,1,hit_top1
5729da0faf94a219006aa676,What drives down wages in a job with many workers willing to work a lot?,"['doc_644e313242aaf85f', 'doc_c6e279d37d952e74', 'doc_b3ade95fc9b529b7', 'doc_dc3da4553b9a2a2a']",['doc_644e313242aaf85f'],0.8999121785163879,1,hit_top1
5a63888168151a001a922342,What religion are most of the lower class in Victoria?,"['doc_5587664b2f2878e1', 'doc_b3ade95fc9b529b7', 'doc_d4389c120e674c8d', 'doc_c6e279d37d952e74', 'doc_a3ba9e971d607420', 'doc_644e313242aaf85f']",['doc_5587664b2f2878e1'],0.8471435308456421,1,hit_top1
571097baa58dae1900cd6a9b,What church in Virginia is maintained by Huguenots as a historic shrine?,"['doc_7e5c72fa9cb60455', 'doc_07fd6d23350208ff', 'doc_b3ade95fc9b529b7', 'doc_5587664b2f2878e1', 'doc_4ff5c63d959831b5', 'doc_d4389c120e674c8d']",['doc_7e5c72fa9cb60455'],0.8258570432662964,1,hit_top1
